customer_id,signup_date,country,age_group,subscription_plan,billing_cycle,monthly_fee,acquisition_channel,device_type,status,churn_date
4176,2024-01-17,Canada,25-34,Basic,Monthly,9.99,Referral,Mobile,Active,
4177,2024-05-09,Germany,25-34,Basic,Annual,9.99,Facebook,Smart TV,Active,
4178,2024-06-02,USA,25-34,Premium,Annual,14.99,Facebook,Tablet,Active,
4179,2024-05-24,UK,25-34,Basic,Annual,9.99,Referral,Smart TV,Active,
4180,2024-11-26,India,55+,Basic,Monthly,9.99,TikTok,Smart TV,Active,
4181,2024-07-30,Brazil,45-54,Basic,Annual,9.99,Facebook,Mobile,Active,
4182,2024-04-14,Germany,18-24,Basic,Monthly,9.99,Referral,Desktop,Active,
4183,2024-01-05,Canada,35-44,Basic,Monthly,9.99,YouTube,Tablet,Active,
4184,2024-09-30,Singapore,55+,Premium,Monthly,14.99,Referral,Tablet,Active,
4185,2024-11-22,UAE,55+,Basic,Monthly,9.99,Facebook,Tablet,Active,
4186,2024-11-14,Singapore,55+,Premium,Monthly,14.99,Facebook,Mobile,Active,
4187,2024-03-28,France,35-44,Premium,Monthly,14.99,Facebook,Mobile,Active,
4188,2024-07-11,UK,25-34,Basic,Annual,9.99,Referral,Desktop,Active,
4189,2024-02-19,Singapore,18-24,Standard,Monthly,12.99,Referral,Mobile,Active,
4190,2024-01-29,India,35-44,Premium,Annual,14.99,YouTube,Desktop,Active,
4191,2024-05-12,UK,35-44,Basic,Monthly,9.99,Instagram,Mobile,Active,
4192,2024-12-18,Brazil,25-34,Standard,Monthly,12.99,Google Ads,Mobile,Active,
4193,2024-03-29,Brazil,25-34,Basic,Monthly,9.99,Facebook,Mobile,Active,
4194,2024-02-14,Canada,25-34,Basic,Monthly,9.99,Google Ads,Tablet,Active,
4195,2024-11-24,USA,18-24,Basic,Monthly,9.99,Facebook,Desktop,Active,
4196,2024-01-20,Australia,18-24,Basic,Annual,9.99,YouTube,Smart TV,Active,
4197,2024-09-29,Singapore,45-54,Basic,Annual,9.99,Facebook,Tablet,Churned,2024-11-10 00:00:00
4198,2024-12-05,France,45-54,Standard,Monthly,12.99,Instagram,Tablet,Active,
4199,2024-06-15,UAE,25-34,Premium,Monthly,14.99,Referral,Mobile,Active,
4200,2024-03-13,Singapore,35-44,Basic,Monthly,9.99,Facebook,Desktop,Active,
4201,2024-01-29,Singapore,18-24,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
4202,2024-02-23,France,55+,Premium,Annual,14.99,Google Ads,Mobile,Active,
4203,2024-01-31,UAE,25-34,Premium,Annual,14.99,Instagram,Tablet,Active,
4204,2024-03-09,UAE,25-34,Premium,Monthly,14.99,YouTube,Desktop,Active,
4205,2024-03-18,Brazil,35-44,Standard,Monthly,12.99,TikTok,Smart TV,Active,
4206,2024-03-28,Singapore,55+,Standard,Monthly,12.99,YouTube,Desktop,Active,
4207,2024-01-16,Brazil,55+,Standard,Monthly,12.99,TikTok,Mobile,Active,
4208,2024-01-02,UK,35-44,Basic,Monthly,9.99,YouTube,Desktop,Active,
4209,2024-03-08,Canada,25-34,Standard,Monthly,12.99,Instagram,Mobile,Active,
4210,2024-01-24,UAE,35-44,Premium,Monthly,14.99,Referral,Smart TV,Churned,2024-05-01 00:00:00
4211,2024-03-06,India,25-34,Basic,Monthly,9.99,Referral,Tablet,Churned,2024-08-01 00:00:00
4212,2024-02-15,USA,35-44,Basic,Monthly,9.99,TikTok,Mobile,Active,
4213,2024-12-27,UAE,45-54,Premium,Annual,14.99,Google Ads,Smart TV,Active,
4214,2024-01-23,UK,35-44,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
4215,2024-07-02,Australia,45-54,Premium,Annual,14.99,YouTube,Tablet,Active,
4216,2024-01-22,India,55+,Standard,Monthly,12.99,TikTok,Tablet,Active,
4217,2024-08-11,USA,18-24,Basic,Monthly,9.99,YouTube,Tablet,Churned,2024-11-01 00:00:00
4218,2024-11-17,UK,25-34,Premium,Monthly,14.99,Referral,Smart TV,Active,
4219,2024-09-28,France,35-44,Standard,Monthly,12.99,YouTube,Desktop,Active,
4220,2024-02-07,USA,45-54,Basic,Monthly,9.99,TikTok,Desktop,Active,
4221,2024-03-11,India,18-24,Premium,Monthly,14.99,TikTok,Desktop,Active,
4222,2024-10-11,Brazil,55+,Basic,Annual,9.99,Facebook,Smart TV,Active,
4223,2024-02-10,Canada,55+,Standard,Monthly,12.99,Google Ads,Desktop,Active,
4224,2024-06-17,Australia,55+,Basic,Annual,9.99,Referral,Tablet,Active,
4225,2024-05-05,Singapore,35-44,Standard,Annual,12.99,Facebook,Mobile,Active,
4226,2024-10-28,Brazil,55+,Standard,Monthly,12.99,TikTok,Mobile,Active,
4227,2024-07-04,UAE,25-34,Basic,Monthly,9.99,Referral,Tablet,Active,
4228,2024-02-17,Canada,18-24,Premium,Monthly,14.99,Referral,Tablet,Active,
4229,2024-04-23,Brazil,18-24,Basic,Annual,9.99,Referral,Tablet,Active,
4230,2024-09-18,UAE,45-54,Standard,Monthly,12.99,Facebook,Smart TV,Active,
4231,2024-12-18,UK,35-44,Standard,Monthly,12.99,TikTok,Desktop,Active,
4232,2024-03-22,UAE,18-24,Standard,Monthly,12.99,Google Ads,Desktop,Active,
4233,2024-03-19,France,55+,Basic,Monthly,9.99,Referral,Tablet,Active,
4234,2024-08-06,France,45-54,Standard,Monthly,12.99,YouTube,Smart TV,Active,
4235,2024-09-14,Germany,55+,Basic,Annual,9.99,Instagram,Smart TV,Churned,2024-12-24 00:00:00
4236,2024-05-17,Singapore,45-54,Standard,Monthly,12.99,Facebook,Desktop,Active,
4237,2024-02-10,Brazil,35-44,Basic,Monthly,9.99,Facebook,Tablet,Churned,2024-03-31 00:00:00
4238,2024-11-03,Singapore,45-54,Standard,Annual,12.99,Facebook,Smart TV,Active,
4239,2024-05-21,Australia,55+,Basic,Monthly,9.99,YouTube,Desktop,Active,
4240,2024-08-07,India,55+,Basic,Annual,9.99,Referral,Smart TV,Active,
4241,2024-08-05,Singapore,45-54,Basic,Monthly,9.99,Facebook,Tablet,Active,
4242,2024-02-06,France,35-44,Standard,Annual,12.99,Google Ads,Smart TV,Active,
4243,2024-08-13,USA,18-24,Standard,Monthly,12.99,Referral,Desktop,Active,
4244,2024-06-28,USA,18-24,Standard,Annual,12.99,YouTube,Desktop,Active,
4245,2024-01-20,Singapore,45-54,Basic,Annual,9.99,TikTok,Desktop,Active,
4246,2024-03-29,UAE,35-44,Premium,Monthly,14.99,Referral,Desktop,Active,
4247,2024-06-05,Brazil,45-54,Standard,Monthly,12.99,YouTube,Mobile,Active,
4248,2024-10-17,France,18-24,Standard,Annual,12.99,Google Ads,Mobile,Active,
4249,2024-05-20,Australia,55+,Basic,Monthly,9.99,Google Ads,Mobile,Active,
4250,2024-06-19,Canada,35-44,Premium,Monthly,14.99,Referral,Smart TV,Active,
4251,2024-07-23,Germany,35-44,Premium,Monthly,14.99,Facebook,Tablet,Active,
4252,2024-08-01,UK,45-54,Premium,Monthly,14.99,Google Ads,Smart TV,Churned,2025-01-27 00:00:00
4253,2024-09-05,France,25-34,Premium,Annual,14.99,YouTube,Desktop,Active,
4254,2024-01-25,France,35-44,Standard,Annual,12.99,Referral,Mobile,Active,
4255,2024-02-24,UAE,35-44,Standard,Monthly,12.99,YouTube,Smart TV,Active,
4256,2024-11-16,UAE,35-44,Premium,Monthly,14.99,TikTok,Mobile,Active,
4257,2024-03-28,Germany,35-44,Premium,Annual,14.99,TikTok,Desktop,Active,
4258,2024-10-12,Brazil,45-54,Basic,Monthly,9.99,Facebook,Tablet,Active,
4259,2024-10-08,France,25-34,Basic,Annual,9.99,YouTube,Tablet,Active,
4260,2024-04-21,Brazil,55+,Premium,Monthly,14.99,Facebook,Tablet,Active,
4261,2024-07-21,USA,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
4262,2024-12-07,Singapore,18-24,Standard,Monthly,12.99,Referral,Mobile,Active,
4263,2024-08-21,UK,55+,Basic,Monthly,9.99,TikTok,Tablet,Active,
4264,2024-06-02,UK,35-44,Basic,Monthly,9.99,Instagram,Mobile,Active,
4265,2024-08-07,UK,55+,Premium,Monthly,14.99,TikTok,Desktop,Active,
4266,2024-09-21,Singapore,45-54,Standard,Monthly,12.99,Facebook,Smart TV,Active,
4267,2024-08-15,Germany,55+,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
4268,2024-01-10,Canada,35-44,Basic,Monthly,9.99,Instagram,Smart TV,Churned,2024-04-16 00:00:00
4269,2024-10-01,Germany,45-54,Basic,Monthly,9.99,Referral,Desktop,Active,
4270,2024-03-13,Australia,55+,Standard,Annual,12.99,Google Ads,Smart TV,Active,
4271,2024-07-26,Australia,18-24,Premium,Monthly,14.99,Facebook,Desktop,Active,
4272,2024-07-03,USA,18-24,Standard,Monthly,12.99,Google Ads,Mobile,Active,
4273,2024-06-19,Canada,35-44,Standard,Monthly,12.99,Referral,Tablet,Active,
4274,2024-05-03,Australia,55+,Standard,Annual,12.99,YouTube,Desktop,Active,
4275,2024-03-29,UAE,35-44,Basic,Monthly,9.99,YouTube,Tablet,Active,
4276,2024-02-23,Brazil,35-44,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
4277,2024-09-30,Brazil,25-34,Basic,Monthly,9.99,Referral,Tablet,Active,
4278,2024-03-18,Germany,35-44,Basic,Monthly,9.99,Facebook,Mobile,Active,
4279,2024-12-11,Germany,45-54,Standard,Annual,12.99,TikTok,Tablet,Active,
4280,2024-09-06,France,45-54,Basic,Monthly,9.99,Google Ads,Desktop,Active,
4281,2024-09-28,India,25-34,Standard,Monthly,12.99,YouTube,Desktop,Active,
4282,2024-05-02,Australia,45-54,Basic,Annual,9.99,Google Ads,Tablet,Active,
4283,2024-01-10,Singapore,45-54,Basic,Monthly,9.99,TikTok,Mobile,Active,
4284,2024-05-10,Canada,35-44,Standard,Monthly,12.99,Google Ads,Tablet,Churned,2024-10-12 00:00:00
4285,2024-12-31,USA,55+,Basic,Monthly,9.99,TikTok,Desktop,Active,
4286,2024-09-12,France,18-24,Premium,Monthly,14.99,Google Ads,Smart TV,Active,
4287,2024-01-14,India,18-24,Basic,Annual,9.99,Google Ads,Smart TV,Active,
4288,2024-06-27,USA,18-24,Standard,Monthly,12.99,YouTube,Mobile,Active,
4289,2024-07-15,Australia,55+,Basic,Annual,9.99,Google Ads,Smart TV,Active,
4290,2024-10-05,UAE,35-44,Basic,Monthly,9.99,Facebook,Mobile,Active,
4291,2024-07-22,Germany,55+,Premium,Monthly,14.99,Instagram,Smart TV,Active,
4292,2024-08-15,France,45-54,Basic,Monthly,9.99,Instagram,Tablet,Churned,2024-11-03 00:00:00
4293,2024-12-10,Singapore,45-54,Standard,Annual,12.99,Google Ads,Smart TV,Active,
4294,2024-01-30,UAE,25-34,Basic,Monthly,9.99,Facebook,Mobile,Active,
4295,2024-04-19,India,25-34,Basic,Monthly,9.99,Referral,Mobile,Active,
4296,2024-02-08,Brazil,35-44,Basic,Monthly,9.99,Instagram,Smart TV,Active,
4297,2024-11-21,France,45-54,Basic,Monthly,9.99,TikTok,Desktop,Active,
4298,2024-06-09,Singapore,45-54,Basic,Annual,9.99,YouTube,Mobile,Active,
4299,2024-12-21,Canada,18-24,Basic,Annual,9.99,TikTok,Mobile,Active,
4300,2024-08-21,Germany,45-54,Standard,Monthly,12.99,Facebook,Desktop,Active,
4301,2024-07-18,Germany,25-34,Premium,Monthly,14.99,TikTok,Smart TV,Active,
4302,2024-05-01,Singapore,35-44,Premium,Monthly,14.99,TikTok,Mobile,Active,
4303,2024-03-13,UAE,45-54,Premium,Annual,14.99,YouTube,Mobile,Active,
4304,2024-02-15,Canada,25-34,Premium,Monthly,14.99,Google Ads,Tablet,Active,
4305,2024-11-16,UK,45-54,Standard,Monthly,12.99,Google Ads,Mobile,Active,
4306,2024-10-26,UK,35-44,Basic,Monthly,9.99,Referral,Tablet,Churned,2025-04-19 00:00:00
4307,2024-07-20,Brazil,35-44,Premium,Annual,14.99,TikTok,Tablet,Active,
4308,2024-07-12,UK,35-44,Premium,Annual,14.99,TikTok,Tablet,Active,
4309,2024-05-23,UAE,18-24,Basic,Monthly,9.99,TikTok,Tablet,Active,
4310,2024-02-13,Canada,55+,Basic,Annual,9.99,Google Ads,Tablet,Active,
4311,2024-03-14,UAE,18-24,Basic,Monthly,9.99,TikTok,Desktop,Active,
4312,2024-08-15,UAE,35-44,Premium,Annual,14.99,Google Ads,Tablet,Active,
4313,2024-09-11,UK,25-34,Premium,Monthly,14.99,Google Ads,Mobile,Active,
4314,2024-05-13,Canada,35-44,Standard,Monthly,12.99,Facebook,Mobile,Active,
4315,2024-02-19,UAE,25-34,Basic,Monthly,9.99,YouTube,Mobile,Active,
4316,2024-04-10,France,35-44,Basic,Monthly,9.99,YouTube,Smart TV,Active,
4317,2024-01-24,France,45-54,Standard,Monthly,12.99,YouTube,Mobile,Active,
4318,2024-10-05,Singapore,35-44,Basic,Monthly,9.99,Google Ads,Smart TV,Churned,2024-12-10 00:00:00
4319,2024-08-03,India,45-54,Standard,Monthly,12.99,Instagram,Mobile,Active,
4320,2024-09-12,UAE,55+,Basic,Monthly,9.99,YouTube,Mobile,Active,
4321,2024-12-02,Singapore,25-34,Basic,Monthly,9.99,Google Ads,Desktop,Active,
4322,2024-12-09,Germany,45-54,Basic,Annual,9.99,Facebook,Smart TV,Active,
4323,2024-08-27,India,45-54,Basic,Monthly,9.99,Google Ads,Tablet,Active,
4324,2024-12-16,USA,45-54,Standard,Monthly,12.99,Facebook,Mobile,Active,
4325,2024-10-16,USA,25-34,Standard,Annual,12.99,Facebook,Desktop,Active,
4326,2024-06-21,Singapore,45-54,Premium,Annual,14.99,TikTok,Mobile,Active,
4327,2024-03-04,UAE,55+,Standard,Annual,12.99,Google Ads,Desktop,Churned,2024-07-07 00:00:00
4328,2024-07-22,France,45-54,Premium,Monthly,14.99,Google Ads,Smart TV,Active,
4329,2024-05-21,Canada,18-24,Basic,Annual,9.99,Referral,Desktop,Active,
4330,2024-11-22,Germany,25-34,Premium,Annual,14.99,YouTube,Mobile,Active,
4331,2024-03-12,USA,55+,Basic,Monthly,9.99,TikTok,Smart TV,Active,
4332,2024-07-06,UK,55+,Standard,Monthly,12.99,Instagram,Desktop,Active,
4333,2024-07-07,Australia,25-34,Standard,Annual,12.99,TikTok,Mobile,Active,
4334,2024-01-03,Germany,18-24,Basic,Monthly,9.99,YouTube,Tablet,Active,
4335,2024-06-22,Canada,35-44,Premium,Monthly,14.99,Google Ads,Mobile,Active,
4336,2024-03-24,UK,55+,Standard,Monthly,12.99,Instagram,Desktop,Churned,2024-05-15 00:00:00
4337,2024-02-14,Singapore,45-54,Standard,Monthly,12.99,Referral,Mobile,Active,
4338,2024-04-22,Singapore,45-54,Basic,Annual,9.99,Google Ads,Smart TV,Active,
4339,2024-09-09,USA,25-34,Basic,Monthly,9.99,Google Ads,Tablet,Active,
4340,2024-07-29,Singapore,35-44,Standard,Annual,12.99,Google Ads,Desktop,Active,
4341,2024-05-09,USA,35-44,Premium,Monthly,14.99,Google Ads,Smart TV,Active,
4342,2024-05-09,Singapore,35-44,Standard,Monthly,12.99,Instagram,Desktop,Churned,2024-10-28 00:00:00
4343,2024-08-17,UAE,45-54,Basic,Monthly,9.99,YouTube,Smart TV,Active,
4344,2024-08-25,USA,18-24,Premium,Monthly,14.99,YouTube,Tablet,Active,
4345,2024-04-24,Singapore,45-54,Basic,Annual,9.99,TikTok,Desktop,Active,
4346,2024-02-10,Canada,18-24,Standard,Monthly,12.99,Instagram,Desktop,Active,
4347,2024-03-31,Brazil,35-44,Basic,Annual,9.99,YouTube,Tablet,Active,
4348,2024-06-23,UAE,35-44,Basic,Monthly,9.99,Referral,Mobile,Active,
4349,2024-10-27,Brazil,25-34,Basic,Annual,9.99,Google Ads,Mobile,Active,
4350,2024-06-25,Australia,25-34,Basic,Annual,9.99,YouTube,Mobile,Active,
4351,2024-08-20,Germany,55+,Standard,Annual,12.99,TikTok,Tablet,Active,
4352,2024-09-01,India,18-24,Basic,Monthly,9.99,YouTube,Smart TV,Active,
4353,2024-07-19,Australia,35-44,Basic,Monthly,9.99,YouTube,Tablet,Active,
4354,2024-08-24,Brazil,25-34,Basic,Monthly,9.99,Instagram,Smart TV,Active,
4355,2024-12-15,Germany,35-44,Standard,Monthly,12.99,TikTok,Mobile,Active,
4356,2024-04-14,Australia,45-54,Standard,Monthly,12.99,Referral,Tablet,Active,
4357,2024-08-01,Singapore,55+,Basic,Monthly,9.99,Instagram,Smart TV,Active,
4358,2024-02-04,France,55+,Basic,Monthly,9.99,YouTube,Mobile,Active,
4359,2024-11-15,Brazil,45-54,Standard,Monthly,12.99,YouTube,Tablet,Active,
4360,2024-08-27,Singapore,55+,Basic,Monthly,9.99,YouTube,Desktop,Active,
4361,2024-07-11,Brazil,18-24,Basic,Monthly,9.99,TikTok,Mobile,Churned,2024-09-26 00:00:00
4362,2024-01-29,Germany,18-24,Premium,Annual,14.99,Instagram,Smart TV,Active,
4363,2024-03-29,France,55+,Basic,Annual,9.99,TikTok,Desktop,Active,
4364,2024-05-27,Canada,18-24,Basic,Monthly,9.99,Instagram,Desktop,Active,
4365,2024-11-11,Australia,45-54,Standard,Monthly,12.99,Google Ads,Smart TV,Active,
4366,2024-12-28,France,55+,Premium,Annual,14.99,Facebook,Desktop,Active,
4367,2024-12-14,Germany,25-34,Premium,Monthly,14.99,Instagram,Tablet,Active,
4368,2024-08-12,UK,55+,Standard,Monthly,12.99,Facebook,Mobile,Active,
4369,2024-03-10,USA,18-24,Standard,Monthly,12.99,YouTube,Tablet,Active,
4370,2024-05-09,Germany,35-44,Standard,Annual,12.99,Referral,Smart TV,Active,
4371,2024-06-23,Singapore,55+,Basic,Monthly,9.99,Google Ads,Tablet,Active,
4372,2024-03-26,UK,55+,Basic,Annual,9.99,Google Ads,Tablet,Active,
4373,2024-05-06,UK,35-44,Premium,Monthly,14.99,Facebook,Mobile,Churned,2024-08-21 00:00:00
4374,2024-09-02,France,55+,Standard,Annual,12.99,Referral,Smart TV,Active,
4375,2024-10-05,USA,25-34,Basic,Monthly,9.99,TikTok,Desktop,Active,
4376,2024-03-27,Brazil,18-24,Basic,Annual,9.99,Google Ads,Tablet,Active,
4377,2024-10-13,Canada,55+,Basic,Monthly,9.99,Referral,Desktop,Active,
4378,2024-10-03,Brazil,25-34,Premium,Monthly,14.99,Referral,Smart TV,Active,
4379,2024-04-13,Australia,25-34,Premium,Monthly,14.99,Facebook,Tablet,Active,
4380,2024-07-28,Brazil,55+,Basic,Annual,9.99,YouTube,Tablet,Active,
4381,2024-06-02,UK,55+,Basic,Monthly,9.99,Referral,Mobile,Churned,2024-08-20 00:00:00
4382,2024-08-29,UK,55+,Basic,Monthly,9.99,YouTube,Tablet,Churned,2024-10-08 00:00:00
4383,2024-06-22,USA,25-34,Standard,Monthly,12.99,TikTok,Desktop,Active,
4384,2024-12-26,Brazil,35-44,Standard,Monthly,12.99,Facebook,Tablet,Active,
4385,2024-05-19,Brazil,55+,Basic,Monthly,9.99,Instagram,Mobile,Active,
4386,2024-01-29,France,25-34,Premium,Monthly,14.99,YouTube,Tablet,Active,
4387,2024-11-28,Germany,25-34,Standard,Annual,12.99,YouTube,Smart TV,Active,
4388,2024-05-09,France,18-24,Basic,Annual,9.99,YouTube,Tablet,Churned,2024-08-05 00:00:00
4389,2024-05-29,Canada,25-34,Standard,Annual,12.99,Google Ads,Tablet,Active,
4390,2024-09-16,UAE,25-34,Premium,Monthly,14.99,YouTube,Mobile,Churned,2024-12-15 00:00:00
4391,2024-08-06,Australia,35-44,Basic,Monthly,9.99,YouTube,Desktop,Active,
4392,2024-04-27,Australia,55+,Basic,Monthly,9.99,Facebook,Mobile,Active,
4393,2024-11-13,Germany,18-24,Standard,Monthly,12.99,TikTok,Mobile,Active,
4394,2024-10-16,UK,18-24,Basic,Monthly,9.99,Referral,Desktop,Churned,2025-03-18 00:00:00
4395,2024-06-28,India,55+,Basic,Monthly,9.99,Instagram,Tablet,Active,
4396,2024-03-05,Singapore,45-54,Basic,Annual,9.99,Google Ads,Tablet,Active,
4397,2024-10-21,Brazil,55+,Standard,Monthly,12.99,Facebook,Desktop,Active,
4398,2024-10-30,Germany,18-24,Premium,Monthly,14.99,Google Ads,Smart TV,Churned,2025-03-04 00:00:00
4399,2024-04-18,India,35-44,Premium,Monthly,14.99,Referral,Desktop,Active,
4400,2024-01-10,Brazil,35-44,Premium,Monthly,14.99,TikTok,Mobile,Active,
4401,2024-06-07,Brazil,25-34,Premium,Monthly,14.99,Referral,Smart TV,Active,
4402,2024-03-22,India,55+,Basic,Monthly,9.99,Referral,Desktop,Active,
4403,2024-12-20,Singapore,45-54,Basic,Monthly,9.99,TikTok,Smart TV,Active,
4404,2024-04-30,Brazil,45-54,Standard,Monthly,12.99,Instagram,Tablet,Active,
4405,2024-06-01,Germany,35-44,Basic,Monthly,9.99,Referral,Smart TV,Active,
4406,2024-09-22,France,35-44,Basic,Monthly,9.99,YouTube,Mobile,Active,
4407,2024-06-21,Australia,25-34,Premium,Annual,14.99,Referral,Mobile,Active,
4408,2024-03-21,Canada,35-44,Standard,Monthly,12.99,Referral,Mobile,Active,
4409,2024-11-24,Singapore,45-54,Basic,Monthly,9.99,Google Ads,Mobile,Active,
4410,2024-01-26,India,45-54,Standard,Monthly,12.99,TikTok,Tablet,Active,
4411,2024-09-04,UK,45-54,Basic,Monthly,9.99,YouTube,Desktop,Churned,2024-12-16 00:00:00
4412,2024-03-05,Canada,45-54,Basic,Monthly,9.99,Referral,Desktop,Churned,2024-04-12 00:00:00
4413,2024-01-28,Australia,18-24,Standard,Monthly,12.99,Google Ads,Tablet,Active,
4414,2024-03-16,India,45-54,Basic,Monthly,9.99,Instagram,Desktop,Active,
4415,2024-07-21,Brazil,35-44,Basic,Monthly,9.99,YouTube,Mobile,Active,
4416,2024-01-06,UK,55+,Standard,Monthly,12.99,Instagram,Desktop,Active,
4417,2024-06-17,Australia,45-54,Standard,Annual,12.99,Facebook,Desktop,Active,
4418,2024-03-21,Singapore,45-54,Standard,Monthly,12.99,TikTok,Smart TV,Churned,2024-07-11 00:00:00
4419,2024-12-21,India,35-44,Basic,Monthly,9.99,Instagram,Mobile,Active,
4420,2024-03-27,UK,35-44,Basic,Annual,9.99,YouTube,Desktop,Active,
4421,2024-07-25,UK,55+,Basic,Monthly,9.99,Referral,Mobile,Churned,2024-10-14 00:00:00
4422,2024-10-21,USA,45-54,Basic,Annual,9.99,Facebook,Smart TV,Active,
4423,2024-07-27,Australia,35-44,Basic,Annual,9.99,Instagram,Smart TV,Active,
4424,2024-09-14,Germany,35-44,Basic,Annual,9.99,Facebook,Mobile,Active,
4425,2024-12-31,Canada,18-24,Premium,Monthly,14.99,YouTube,Smart TV,Active,
4426,2024-11-02,USA,45-54,Basic,Annual,9.99,YouTube,Tablet,Active,
4427,2024-05-17,Canada,35-44,Premium,Monthly,14.99,Instagram,Smart TV,Active,
4428,2024-10-27,Singapore,25-34,Basic,Monthly,9.99,TikTok,Tablet,Churned,2025-01-19 00:00:00
4429,2024-03-30,Canada,35-44,Standard,Monthly,12.99,YouTube,Desktop,Active,
4430,2024-05-07,India,25-34,Premium,Annual,14.99,Instagram,Mobile,Active,
4431,2024-09-03,Canada,18-24,Basic,Monthly,9.99,Instagram,Desktop,Active,
4432,2024-08-04,UK,35-44,Basic,Annual,9.99,YouTube,Tablet,Active,
4433,2024-01-12,Canada,45-54,Standard,Monthly,12.99,Instagram,Mobile,Active,
4434,2024-05-03,India,45-54,Basic,Monthly,9.99,Google Ads,Desktop,Active,
4435,2024-05-07,Brazil,18-24,Premium,Monthly,14.99,Facebook,Tablet,Churned,2024-06-13 00:00:00
4436,2024-06-15,Singapore,35-44,Standard,Monthly,12.99,TikTok,Mobile,Active,
4437,2024-05-19,Australia,35-44,Basic,Annual,9.99,YouTube,Tablet,Active,
4438,2024-02-06,Germany,35-44,Basic,Monthly,9.99,Google Ads,Desktop,Active,
4439,2024-06-13,USA,45-54,Basic,Annual,9.99,Referral,Mobile,Active,
4440,2024-10-27,Germany,18-24,Basic,Monthly,9.99,Facebook,Desktop,Active,
4441,2024-12-18,India,55+,Basic,Annual,9.99,TikTok,Smart TV,Active,
4442,2024-02-26,Germany,35-44,Basic,Monthly,9.99,YouTube,Mobile,Active,
4443,2024-07-19,UAE,25-34,Basic,Monthly,9.99,Facebook,Smart TV,Active,
4444,2024-05-05,India,45-54,Basic,Annual,9.99,Instagram,Mobile,Active,
4445,2024-12-09,Germany,45-54,Standard,Monthly,12.99,Instagram,Tablet,Active,
4446,2024-03-08,Brazil,45-54,Basic,Annual,9.99,Google Ads,Tablet,Active,
4447,2024-01-22,Singapore,55+,Basic,Monthly,9.99,TikTok,Smart TV,Active,
4448,2024-09-13,France,55+,Premium,Monthly,14.99,YouTube,Smart TV,Active,
4449,2024-02-09,France,18-24,Basic,Monthly,9.99,Referral,Mobile,Active,
4450,2024-10-30,Australia,45-54,Basic,Monthly,9.99,TikTok,Mobile,Active,
4451,2024-01-26,Brazil,55+,Standard,Monthly,12.99,Referral,Mobile,Active,
4452,2024-10-02,France,18-24,Standard,Monthly,12.99,YouTube,Desktop,Active,
4453,2024-10-11,UAE,45-54,Standard,Monthly,12.99,TikTok,Tablet,Active,
4454,2024-02-15,France,55+,Standard,Monthly,12.99,Google Ads,Tablet,Active,
4455,2024-11-17,Germany,45-54,Basic,Monthly,9.99,Referral,Desktop,Active,
4456,2024-07-13,Brazil,25-34,Basic,Monthly,9.99,TikTok,Smart TV,Churned,2024-08-15 00:00:00
4457,2024-03-21,UAE,18-24,Premium,Annual,14.99,TikTok,Tablet,Active,
4458,2024-08-17,Canada,35-44,Basic,Monthly,9.99,YouTube,Tablet,Active,
4459,2024-01-10,USA,55+,Basic,Monthly,9.99,Instagram,Mobile,Active,
4460,2024-07-23,UAE,55+,Standard,Annual,12.99,Referral,Tablet,Active,
4461,2024-02-22,Australia,55+,Standard,Monthly,12.99,Referral,Desktop,Active,
4462,2024-07-29,France,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
4463,2024-08-10,France,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
4464,2024-10-14,India,18-24,Basic,Monthly,9.99,YouTube,Tablet,Active,
4465,2024-06-30,Singapore,35-44,Basic,Monthly,9.99,YouTube,Desktop,Active,
4466,2024-06-04,UAE,18-24,Basic,Annual,9.99,TikTok,Smart TV,Active,
4467,2024-04-17,USA,25-34,Standard,Monthly,12.99,Facebook,Tablet,Active,
4468,2024-08-07,Canada,45-54,Basic,Annual,9.99,TikTok,Smart TV,Active,
4469,2024-09-03,Canada,18-24,Standard,Monthly,12.99,YouTube,Smart TV,Active,
4470,2024-12-18,UK,45-54,Standard,Monthly,12.99,Google Ads,Tablet,Active,
4471,2024-05-24,USA,18-24,Standard,Monthly,12.99,Instagram,Tablet,Active,
4472,2024-12-06,Australia,35-44,Basic,Annual,9.99,Facebook,Mobile,Active,
4473,2024-12-02,Singapore,18-24,Basic,Monthly,9.99,Referral,Mobile,Active,
4474,2024-12-06,Canada,55+,Standard,Annual,12.99,YouTube,Smart TV,Active,
4475,2024-11-19,Brazil,25-34,Basic,Monthly,9.99,Facebook,Smart TV,Active,
4476,2024-02-19,Australia,25-34,Basic,Monthly,9.99,Referral,Desktop,Active,
4477,2024-12-09,India,35-44,Basic,Monthly,9.99,Instagram,Tablet,Active,
4478,2024-03-21,Canada,18-24,Standard,Monthly,12.99,YouTube,Tablet,Active,
4479,2024-02-24,France,35-44,Basic,Monthly,9.99,Facebook,Smart TV,Active,
